# Expression Atlas									
# Query: Genes matching: 'default query', specifically  expressed above the expression level cutoff: 0.5 TPM in experiment E-GEOD-52564									
# Selected columns: 8 (all)									
# Timestamp: Fri, 08-Oct-2021 15:29:21									
Gene ID	Gene Name	astrocyte	endothelial cell	microglia	mixture	myelinating oligodendrocytes	neuron	newly formed oligodendrocytes	oligodendrocyte precursor cells
ENSMUSG00000088066	Gm23253						2		1
ENSMUSG00000088067	Gm24480							6	
ENSMUSG00000088069	Gm23250				1				
ENSMUSG00000088071	Gm22818	2							
ENSMUSG00000088075	Gm22816		2	2					
ENSMUSG00000088086	Gm25341	0.6							
ENSMUSG00000088106	Gm22378		1	1		2		1	
ENSMUSG00000088108	Snora47	7	2		7	3	5	3	6
ENSMUSG00000088113	Mir1960	2	2					2	
ENSMUSG00000088119	Gm24060	25	5		20	22	38	24	1
ENSMUSG00000088134	Gm22310								1
ENSMUSG00000088138	Gm22894								1
ENSMUSG00000088139	Gm27343	24		2	9	7	17	9	15
ENSMUSG00000088148	Mir1983						0.8		
ENSMUSG00000088151	Gm26347	4		1	6		8	1	2
ENSMUSG00000088153	Gm26348							1	
ENSMUSG00000088157	Gm26351	0.6							
ENSMUSG00000088158	Scarna3b						0.7		
ENSMUSG00000088162	Gm23539	1							
ENSMUSG00000088165	Gm23533	0.6							
ENSMUSG00000088168	Gm23540								0.7
ENSMUSG00000088169	Gm22059	6			3	1			
ENSMUSG00000088170	Gm25219	8	1		4		19	4	4
ENSMUSG00000088171	Gm25220	5			3		10	4	1
ENSMUSG00000088176	Gm23094				0.9		3		
ENSMUSG00000088183	Gm22215	9		1	3		4		1
ENSMUSG00000088184	Gm23137							1	
ENSMUSG00000088185	Scarna2	0.8			0.6		2		
ENSMUSG00000088188	Gm22214			3					
ENSMUSG00000088189	Gm22213	1					4		
ENSMUSG00000088200	Gm23753	3	2						
ENSMUSG00000088201	Gm23754		4						
ENSMUSG00000088205	Gm23392	3	2				2	1	6
ENSMUSG00000088207	Gm23756						3		
ENSMUSG00000088208	Gm23751	5	5	0.8	2		16		
ENSMUSG00000088212	Gm22082						1		
ENSMUSG00000088213	Gm22390						0.6		
ENSMUSG00000088217	Gm22079	2	2				3	1	
ENSMUSG00000088221	Gm22602						1		
ENSMUSG00000088224	Gm25406	2					1		1
ENSMUSG00000088226	Gm22596	7		1	6	0.8	7	1	4
ENSMUSG00000088230	Gm25427	3					2	1	1
ENSMUSG00000088233	Gm25428							1	
ENSMUSG00000088239	Gm25430	2							
ENSMUSG00000088242	Gm25913						2		
ENSMUSG00000088246	Gm25911	3	23	2	5	50	62	19	47
ENSMUSG00000088249	Gm25908	5	2		3		2	3	2
ENSMUSG00000088250	Gm26393	5			4		5	1	0.9
ENSMUSG00000088252	Snord13	5	2			1	1	3	
ENSMUSG00000088254	Gm24289	2	0.9					1	
ENSMUSG00000088259	Gm24290							2	
ENSMUSG00000088265	Gm24784	10					2	2	4
ENSMUSG00000088268	Gm24776	3	7		3		3	2	3
ENSMUSG00000088270	Gm23122	1							
ENSMUSG00000088273	Gm23123	3			2		2	0.9	2
ENSMUSG00000088285	Gm23589	1							
ENSMUSG00000088293	Gm26411	1					1		
ENSMUSG00000088303	Gm23382						2		
ENSMUSG00000088307	Gm24505	1							4
ENSMUSG00000088308	Gm24507	8	0.9		2		4	1	2
ENSMUSG00000088311	Gm26184						0.8		
ENSMUSG00000088317	Gm26185						0.7		
ENSMUSG00000088318	Gm26187							1	
ENSMUSG00000088322	Gm25664						1		1
ENSMUSG00000088325	Gm25668	1		1					
ENSMUSG00000088331	Gm22846							0.5	2
ENSMUSG00000088332	Gm22847							1	
ENSMUSG00000088334	Gm22842	1					0.9		0.9
ENSMUSG00000088338	Gm22849	2							
ENSMUSG00000088342	Gm22340						2		
ENSMUSG00000088357	Gm24011		0.9	7	1		0.8	3	
ENSMUSG00000088359	Gm24009			3	3				
ENSMUSG00000088360	Gm23500	2							
ENSMUSG00000088365	Gm26321	0.6							
ENSMUSG00000088366	Gm23496		0.5				2		
ENSMUSG00000088367	Gm26320	0.6							
ENSMUSG00000088371	Gm25180	2	1				0.9		
ENSMUSG00000088372	Gm22881	4						1	
ENSMUSG00000088377	Gm25183								1
ENSMUSG00000088378	Gm25184	31	0.7		6	3	7	12	16
ENSMUSG00000088384	Gm24690						3		
ENSMUSG00000088385	Gm24689	17	1		3		1	5	5
ENSMUSG00000088391	Gm26310						0.9		
ENSMUSG00000088392	Gm26307						0.8		
ENSMUSG00000088393	Gm26308						2		
ENSMUSG00000088400	Gm25889				3				
ENSMUSG00000088402	Gm25887	6							
ENSMUSG00000088404	Gm25885	6					3		
ENSMUSG00000088410	Gm24240						0.8		
ENSMUSG00000088414	Mir1967	4					2	2	
ENSMUSG00000088419	Gm24236						2		
ENSMUSG00000088423	Gm22554						4		
ENSMUSG00000088437	Gm24198						2	1	1
ENSMUSG00000088439	Gm25386						2		
ENSMUSG00000088442	Gm23553	2			0.9		2		
ENSMUSG00000088453	Gm25706		1		2		1		
ENSMUSG00000088456	Gm26372	1							
ENSMUSG00000088464	Mir1970	6			3	1	6	1	2
ENSMUSG00000088473	Gm23078					2			
ENSMUSG00000088478	Mir1946b	1						1	
ENSMUSG00000088479	Gm23077	1					5		
ENSMUSG00000088482	Gm23641	1							
ENSMUSG00000088485	Gm23640	3					1		
ENSMUSG00000088490	Gm24400						2	2	1
ENSMUSG00000088493	Gm24401						5		
ENSMUSG00000088494	Gm24399	14	3	2	4		5		11
ENSMUSG00000088499	Gm22654						3	1	
ENSMUSG00000088504	Gm26490						2	1	
ENSMUSG00000088506	Gm24409				2				
ENSMUSG00000088519	Gm24439	4					0.9	1	
ENSMUSG00000088528	Gm26084	1							
ENSMUSG00000088544	Mir1945	2	6	13		2		2	2
ENSMUSG00000088545	Gm25982	6			3				6
ENSMUSG00000088549	Gm24959	2		0.8			1		
ENSMUSG00000088552	Mir1957a	26	69	7	42		6		3
ENSMUSG00000088558	Gm22506						1		
ENSMUSG00000088562	Gm23780		1						
ENSMUSG00000088563	Gm23779						2	3	
ENSMUSG00000088564	Gm23782		2				3		
ENSMUSG00000088566	Gm23783						1		1
ENSMUSG00000088570	Gm24531						1		
ENSMUSG00000088571	Gm25455						2		
ENSMUSG00000088573	Gm24530	0.5						1	
ENSMUSG00000088575	Gm24537	3					9		
ENSMUSG00000088576	Gm24532						4		
ENSMUSG00000088580	Gm22968	1							
ENSMUSG00000088583	Gm22965	1			3		10		
ENSMUSG00000088591	Gm23964	9					4	1	9
ENSMUSG00000088600	Gm24189	2					3		1
ENSMUSG00000088602	Gm24191	3			2		8		2
ENSMUSG00000088605	Gm24188	1			2		7		
ENSMUSG00000088606	Mir1951						1		
ENSMUSG00000088608	Gm24186								1
ENSMUSG00000088609	Gm24187	11	15	3		26	35	14	26
ENSMUSG00000088615	Gm22485	6			3		1		1
ENSMUSG00000088622	Gm23316	3					0.9		
ENSMUSG00000088623	Gm23031	1	1				0.9		
ENSMUSG00000088624	Gm23317	1							
ENSMUSG00000088625	Gm23318	20	1		11		6	4	6
ENSMUSG00000088626	Gm23034	3	2				6	2	
ENSMUSG00000088629	Gm23030	0.5			1		2	0.7	2
ENSMUSG00000088631	Gm22311					1			1
ENSMUSG00000088632	Gm22314	11		2	3	0.7	11	3	5
ENSMUSG00000088633	Gm22313								0.9
ENSMUSG00000088639	Mir1955	1					4		
ENSMUSG00000088643	Gm26484		2		2		1		2
ENSMUSG00000088650	Gm24854	3	1		3			4	
ENSMUSG00000088659	Gm24845								1
ENSMUSG00000088661	Gm25334	2						1	
ENSMUSG00000088663	Gm25332	3					1		
ENSMUSG00000088668	Gm25335						2		1
ENSMUSG00000088670	Gm23663	2					3		
ENSMUSG00000088677	Gm22804						1		
ENSMUSG00000088682	Gm23999						2		
ENSMUSG00000088685	Gm23995						2	1	0.9
ENSMUSG00000088689	Scarna17	4							
ENSMUSG00000088695	Gm22334	5					5	1	0.8
ENSMUSG00000088699	Gm22328		2				0.9		1
ENSMUSG00000088700	Gm25554						2		
ENSMUSG00000088703	Gm25555	20		1	12	5	41	11	30
ENSMUSG00000088705	Gm25549	7		1	3		3		
ENSMUSG00000088707	Gm25551						9		
ENSMUSG00000088708	Gm25558		1		2		7		
ENSMUSG00000088711	Gm22731						14		
ENSMUSG00000088712	Gm22728	23			6		24	7	12
ENSMUSG00000088719	Gm22733						1		
ENSMUSG00000088742	Gm23222	4			3			2	
ENSMUSG00000088752	Mir1934		1				2		
ENSMUSG00000088753	Gm24900						0.8	1	
ENSMUSG00000088758	Gm24898	1						1	
ENSMUSG00000088763	Gm24391	32			3		3	1	8
ENSMUSG00000088768	Gm25494	2							
ENSMUSG00000088769	Gm22637	35	6		6	0.7	8	3	5
ENSMUSG00000088774	Gm26036						0.7		
ENSMUSG00000088775	Gm26037	0.5				0.8	2		
ENSMUSG00000088777	Gm26039	6	0.9		2		6		2
ENSMUSG00000088779	Gm26034		1						
ENSMUSG00000088787	Gm25371						1		
ENSMUSG00000088789	Scarna13		0.9	1	3		3	3	2
ENSMUSG00000088790	Gm22541						1		
ENSMUSG00000088793	Gm22540	1			9		7	6	0.9
ENSMUSG00000088797	Gm22537	1							
ENSMUSG00000088804	Gm24076		1						
ENSMUSG00000088816	Gm22387						0.8		
ENSMUSG00000088818	Gm22389				0.9				
ENSMUSG00000088819	Gm22388	0.6	0.5		4	7	5	5	0.8
ENSMUSG00000088820	Gm25224						10		
ENSMUSG00000088822	Gm25225	3	1						
ENSMUSG00000088829	Gm25227						2		
ENSMUSG00000088832	Gm23543	27	7		3		5	8	11
ENSMUSG00000088835	Gm23547	0.6		0.6				1	
ENSMUSG00000088849	Gm26353	2	0.5				0.8	0.5	0.9
ENSMUSG00000088850	Gm24729						5		
ENSMUSG00000088853	Gm24730		1				3		
ENSMUSG00000088855	Gm24724						1	1	4
ENSMUSG00000088856	Gm24727	10	4		2		2	2	0.8
ENSMUSG00000088860	Mir1947	5					2	3	1
ENSMUSG00000088862	Gm23066						2		
ENSMUSG00000088864	Gm23068	1							
ENSMUSG00000088868	Gm23072				2				
ENSMUSG00000088876	Gm25861	2							
ENSMUSG00000088891	Gm22516	7		0.9			7	4	0.9
ENSMUSG00000088892	Gm22518	3					2		2
ENSMUSG00000088900	Gm25436		0.8						
ENSMUSG00000088901	Mir1943	10	5	3	11	2	30	15	9
ENSMUSG00000088902	Gm25435	0.7							
ENSMUSG00000088903	Gm25434						0.6		
ENSMUSG00000088913	Gm22611	3			2		3	0.9	0.7
ENSMUSG00000088942	Gm23260	7			2		4	0.8	2
ENSMUSG00000088944	Gm23258						1		
ENSMUSG00000088947	Gm23257	3			25		32	9	12
ENSMUSG00000088949	Gm24931								7
ENSMUSG00000088950	Gm24939		3						
ENSMUSG00000088951	Gm24940	1					5		1
ENSMUSG00000088955	Gm24944		2						
ENSMUSG00000088958	Scarna8	5					0.8		4
ENSMUSG00000088969	Gm22085								1
ENSMUSG00000088978	Gm23757	2							1
ENSMUSG00000088979	Gm23758		1				1		1
ENSMUSG00000088982	Gm25600	7	1		5	1	7	1	3
ENSMUSG00000088984	Gm25604	24	3	3	8		17	1	8
ENSMUSG00000088988	Gm25606		1						
ENSMUSG00000088990	Gm22767	5	0.7	2	3		11	4	7
ENSMUSG00000088992	Gm22769						4		
ENSMUSG00000088993	Gm22770	38	7		12		16	6	12
ENSMUSG00000089004	Gm23857								2
ENSMUSG00000089011	Gm24879						0.7		
ENSMUSG00000089014	Gm25520				2		7	3	
ENSMUSG00000089015	Gm24996	3	1						
ENSMUSG00000089024	Gm25016							1	
ENSMUSG00000089026	Gm25014	5	2		3		9	6	
ENSMUSG00000089029	Gm25009	2							
ENSMUSG00000089033	Gm22163						2		
ENSMUSG00000089035	Gm22157			3					
ENSMUSG00000089039	Gm22165						10		
ENSMUSG00000089044	Gm26170			1			0.7	4	2
ENSMUSG00000089045	Gm26169	3					2		
ENSMUSG00000089048	Gm26167	3		0.9					3
ENSMUSG00000089061	Gm22839						3		
ENSMUSG00000089069	Gm22840								0.8
ENSMUSG00000089072	Gm24500	6	4	5	2	1	1	2	4
ENSMUSG00000089081	Gm24002	1							
ENSMUSG00000089092	Gm25654	7	3		3	6	1	12	3
ENSMUSG00000089093	Snord11	6	3				5	2	
ENSMUSG00000089097	Gm25658						0.8		
ENSMUSG00000089102	Gm23113						2		
ENSMUSG00000089103	Gm23114				2		2		
ENSMUSG00000089105	Gm23115	7	1		2			1	2
ENSMUSG00000089115	Gm25905						1		
ENSMUSG00000089125	Gm26403	9	4	6	5			4	
ENSMUSG00000089127	Gm26401	2							
ENSMUSG00000089129	Gm26407	23	1		9		8	5	6
ENSMUSG00000089139	Mir1964		3		3	2	3	2	1
ENSMUSG00000089145	Gm25265	0.9		2	0.8			0.6	1
ENSMUSG00000089146	Gm25266	1		0.7					0.7
ENSMUSG00000089147	Gm25267						4		
ENSMUSG00000089151	Mir1950								2
ENSMUSG00000089155	Gm23582	1	2				5		
ENSMUSG00000089168	Gm24128						1	2	
ENSMUSG00000089169	Gm25413	0.6					0.7		
ENSMUSG00000089177	Gm22435	1	2						3
ENSMUSG00000089179	Gm22428						0.8		0.8
ENSMUSG00000089184	Gm22947			1					
ENSMUSG00000089185	Gm22940	3	2	1	2		4		0.7
ENSMUSG00000089188	Gm22942						0.8		
ENSMUSG00000089199	Gm25772	152	6	6	44	8	66	52	52
ENSMUSG00000089204	Mir1927	2							
ENSMUSG00000089209	Gm26215						2		
ENSMUSG00000089210	Gm23386	1							
ENSMUSG00000089214	Mir1931	5	1				3		
ENSMUSG00000089219	Mir1963						2		
ENSMUSG00000089223	Gm25048	11	1		3				
ENSMUSG00000089224	Gm22075	3	0.6				7		2
ENSMUSG00000089234	Gm22207						0.6		
ENSMUSG00000089235	Gm23119	8			6	0.9	3	0.9	
ENSMUSG00000089237	Gm22206						0.9		
ENSMUSG00000089239	Gm22200	16		3	12	2	35		12
ENSMUSG00000089242	Gm24056						0.7		
ENSMUSG00000089245	Gm24053						2		
ENSMUSG00000089248	Gm24050						0.7		
ENSMUSG00000089250	Gm25713								1
ENSMUSG00000089253	Gm25716						4		
ENSMUSG00000089255	Snora78	18	5	10	4	3	6	5	1
ENSMUSG00000089260	Mir1929	3			3		1	1	1
ENSMUSG00000089261	Mir669n	14	11				3	3	12
ENSMUSG00000089265	Gm22888	10	5		8		31	2	7
ENSMUSG00000089267	Gm22890		2					1	
ENSMUSG00000089271	Gm24552						5		
ENSMUSG00000089272	Gm24549						0.7		0.8
ENSMUSG00000089281	Scarna6	9	0.5		4	0.9	8	3	2
ENSMUSG00000089282	Gm26024				0.8				
ENSMUSG00000089286	Gm24277				3				
ENSMUSG00000089290	Gm23207						1		
ENSMUSG00000089292	Gm23209						3		1
ENSMUSG00000089296	Gm23205	14	8	1	21		32	12	8
ENSMUSG00000089299	Gm24637								1
ENSMUSG00000089308	Gm24837	17	5		4		12	4	3
ENSMUSG00000089313	Gm23182	1					3		
ENSMUSG00000089316	Gm22261	0.5							
ENSMUSG00000089317	Snord123	2						5	
ENSMUSG00000089321	Gm22523			1					2
ENSMUSG00000089324	Mir1936	2					4		
ENSMUSG00000089336	Gm24347	1				0.9	2		0.8
ENSMUSG00000089337	Gm24346	6	1	0.6			2	0.7	0.6
ENSMUSG00000089346	Gm22663							3	1
ENSMUSG00000089365	Gm23823	6	5	12	5	12	5	4	10
ENSMUSG00000089369	Gm23819						1		
ENSMUSG00000089370	Gm22140						3		
ENSMUSG00000089371	Mir1938	52	12	96	6		16	7	6
ENSMUSG00000089373	Gm22138	2							
ENSMUSG00000089381	Gm24678			2	3		1		
ENSMUSG00000089389	Gm24682	6			6		38	3	3
ENSMUSG00000089392	Gm23023	7	1				1	3	
ENSMUSG00000089396	Gm23027	6		0.9	4	1	4	4	1
ENSMUSG00000089404	Gm24877							1	
ENSMUSG00000089405	Gm24876	2	1					1	1
ENSMUSG00000089407	Gm24878	1			3		1		
ENSMUSG00000089410	Gm22014	3							1
ENSMUSG00000089416	Gm22116						2		
ENSMUSG00000089417	Gm22009	3	3	0.7	4		6	1	
ENSMUSG00000089420	Gm27934						2		
ENSMUSG00000089429	Gm26004	3						6	7
ENSMUSG00000089431	Gm23196	1					2		
ENSMUSG00000089437	Gm23199		2						
ENSMUSG00000089446	Gm22533							0.5	
ENSMUSG00000089447	Gm22532								0.8
ENSMUSG00000089451	Gm24226	2			3				
ENSMUSG00000089453	Gm24224	4	0.5				3		1
ENSMUSG00000089465	Gm23702						0.8		
ENSMUSG00000089473	Gm25369								0.8
ENSMUSG00000089475	Gm25363	2	1		1		3		1
ENSMUSG00000089476	Gm25364	2		1			2	1	2
ENSMUSG00000089486	Gm24737			2				2	
ENSMUSG00000089489	Gm24732						4		
ENSMUSG00000089491	Gm26363	6					10		
ENSMUSG00000089493	Gm26361						0.5		
ENSMUSG00000089498	Gm26359	53	7		17	2	26	17	35
ENSMUSG00000089508	Gm23473						0.9		
ENSMUSG00000089512	Gm26287	14	6	1	4		12		6
ENSMUSG00000089513	Gm24875		1	1					3
ENSMUSG00000089525	Gm23833	1	3		1		3		
ENSMUSG00000089536	Scarna3a	6	0.9		2		4		2
ENSMUSG00000089542	Gm25835	66	9	74	32	3	42	17	20
ENSMUSG00000089549	Gm25831	1	0.8				4		
ENSMUSG00000089555	Mir1933	6							
ENSMUSG00000089558	Gm24174						1		
ENSMUSG00000089560	Gm24668	3							
ENSMUSG00000089576	Gm23007						1		
ENSMUSG00000089581	Gm23341	6	2		9	1	4	8	8
ENSMUSG00000089586	Gm25348	1					1		
ENSMUSG00000089588	Gm23548	2					2		
ENSMUSG00000089598	Gm26158	1					3		5
ENSMUSG00000089606	Gm22501						8	3	
ENSMUSG00000089607	Gm22500	5					2	3	
ENSMUSG00000089612	Gm22708						1		
ENSMUSG00000089613	Gm23504				3		2		
ENSMUSG00000089621	Gm25445	1					2		
ENSMUSG00000089622	Gm25447			0.9					
ENSMUSG00000089628	Gm9727	5	1	2	1		4	2	1
ENSMUSG00000089633	A230009B12Rik	0.6				4		3	0.8
ENSMUSG00000089636	1700058P15Rik	36	11	59	20	1	20	3	9
ENSMUSG00000089639	Gm2862		0.7		0.8				
ENSMUSG00000089646	Gm15796		2		1		1		2
ENSMUSG00000089648	Gm15790	4	2	0.6	2		7	0.7	1
ENSMUSG00000089651	Gm16353	2		1	4	0.8	4	1	3
ENSMUSG00000089655	Gm16004								0.7
ENSMUSG00000089656	Gm16271	0.8				2			
ENSMUSG00000089657	Gm16585	0.5							
ENSMUSG00000089661	Mia	0.5			0.8		2		
ENSMUSG00000089662	Gm14057	35	7	1	10	12	23	34	9
ENSMUSG00000089663	Gm15651	1							0.6
ENSMUSG00000089664	Gm12494	6			0.5				
ENSMUSG00000089665	Fcor	5	3	0.6	25	66	22	55	15
ENSMUSG00000089667	Gm15914								2
ENSMUSG00000089669	Tnfsf13	1	2	2	1		0.6	1	3
ENSMUSG00000089670	Gm16581	5			1		2	1	2
ENSMUSG00000089671	Gm16537	0.7			0.8		2	2	2
ENSMUSG00000089673	Gm16546	0.5							
ENSMUSG00000089679	Gm16299	0.9							
ENSMUSG00000089680	Gm15722	1							
ENSMUSG00000089682	Bcl2l2	60	16	6	55	125	135	88	56
ENSMUSG00000089683	4930570N18Rik								0.6
ENSMUSG00000089685	Gm9017				0.9		4		0.6
ENSMUSG00000089687	Rab42	0.5	2	0.8	1		1		
ENSMUSG00000089695	Gm15946	4			3		2	0.9	0.5
ENSMUSG00000089698	Gm2541	3		1	2	0.7	3	3	2
ENSMUSG00000089701	Gm15978			5					
ENSMUSG00000089704	Galnt2	0.8	0.5	0.8	0.8	0.9	2	1	2
ENSMUSG00000089706	B230216N24Rik	3			1		9		0.8
ENSMUSG00000089707	Slain1os	1			2	3	6	7	3
ENSMUSG00000089708	5330439A09Rik				0.7		0.7		
ENSMUSG00000089710	Gm15810				0.8		2		0.5
ENSMUSG00000089711	Gm16240	2			0.9	1	4	2	0.9
ENSMUSG00000089713	Gm16564						0.6		
ENSMUSG00000089715	Cbx6	30	19	21	70	50	144	46	73
ENSMUSG00000089718	2310075C17Rik				2		4		0.7
ENSMUSG00000089726	Mir17hg	3	2	2	6		5	3	4
ENSMUSG00000089729	Gm16552								0.6
ENSMUSG00000089730	1700007P06Rik				1				
ENSMUSG00000089735	Gm8428		1					0.8	
ENSMUSG00000089736	Tgfbr3l	14			4	0.9	5	3	6
ENSMUSG00000089737	Gm15688				1		0.6		0.7
ENSMUSG00000089742	Gm15898	2		0.9	1		4	2	1
ENSMUSG00000089744	Gm16146	0.9	0.7					2	
ENSMUSG00000089745	1810008B01Rik						0.6		
ENSMUSG00000089753	Cd300ld2			5					1
ENSMUSG00000089759	3632454L22Rik				0.7		1		0.7
ENSMUSG00000089760	D030046N08Rik	1							1
ENSMUSG00000089762	Ier5l	26	41	10	13	1	26	4	15
ENSMUSG00000089764	Gm16580		0.6				2	0.5	0.8
ENSMUSG00000089766	Gm16538						0.7		
ENSMUSG00000089767	4930556I23Rik				1		0.7		
ENSMUSG00000089768	Tmsb15b1	2		0.9	10	3	7	2	3
ENSMUSG00000089769	Gm16574	2	1		1				2
ENSMUSG00000089774	Slc5a3	18	5	0.9	9	5	26	6	10
ENSMUSG00000089780	Gm16306	8			5	1	17	3	2
ENSMUSG00000089781	Gm15756	8			4	0.7	3	3	4
ENSMUSG00000089782	Gm3531	7	36	3	13	7	28	12	24
ENSMUSG00000089787	Gm15825						0.5		
ENSMUSG00000089789	Rdh1	0.5							
ENSMUSG00000089791	Gm3555	9	1	2	2		1	1	2
ENSMUSG00000089793	Gm16112						0.5		
ENSMUSG00000089794	Gm16337	0.8					0.8		
ENSMUSG00000089796	Gm16575	2		0.5	0.5		1	1	
ENSMUSG00000089797	Gm16118			6			0.6		
ENSMUSG00000089798	1700028K03Rik						0.5		
ENSMUSG00000089803	Gm10171	0.5							
ENSMUSG00000089804	Gm16136	0.7	0.7						0.8
ENSMUSG00000089806	Gm16570	1			0.7		3	0.7	2
ENSMUSG00000089809	Rasgef1b	16	1	99	17	30	12	121	28
ENSMUSG00000089810	Gm16536	40	8	4	31	4	35	12	21
ENSMUSG00000089812	Gm15867				2		1	0.5	0.6
ENSMUSG00000089815	Gm5083	3			0.5				1
ENSMUSG00000089817	Gm7162	2	1		2		1		1
ENSMUSG00000089818	Gm15950	0.6	0.5			0.7		0.7	
ENSMUSG00000089820	Gm15775	7	0.7	1	4		6	5	2
ENSMUSG00000089824	Rbm12	13	5	3	14	2	19	5	11
ENSMUSG00000089827	1700023H06Rik	21	0.5	2	3	1	3	4	5
ENSMUSG00000089828	Gm16300								0.8
ENSMUSG00000089829	Gm16565	0.7							
ENSMUSG00000089832	Shkbp1	13	19	42	20	15	11	25	22
ENSMUSG00000089838	Gm2962	32	52	3	52	22	52	32	42
ENSMUSG00000089839	Rps19-ps11	1							
ENSMUSG00000089840	Gm4491	3							
ENSMUSG00000089842	Pitpnm2os2						0.6		
ENSMUSG00000089844	A530032D15Rik	6	3		4	0.7	4	1	2
ENSMUSG00000089847	Timm10b	7	12	4	7	8	12	9	8
ENSMUSG00000089854	Gm16133	0.8					0.7		
ENSMUSG00000089857	Zfp882	11	2	0.7	9	1	7	5	14
ENSMUSG00000089862	Umad1	8	2	2	13	3	21	5	9
ENSMUSG00000089866	Gm15699	0.5						0.5	3
ENSMUSG00000089870	Gm15562	0.7					2		
ENSMUSG00000089872	Rps6kc1	18	8	16	17	13	19	19	24
ENSMUSG00000089874	9230117E06Rik	13		4		0.6	10		
ENSMUSG00000089875	Etohd2	3	2		3		1	0.6	0.8
ENSMUSG00000089876	Tmem102	1			1		3	0.6	2
ENSMUSG00000089877	Gm16102		0.6		0.6				
ENSMUSG00000089881	Gm16280						0.6		
ENSMUSG00000089883	Gm3355		0.5		0.5		2		
ENSMUSG00000089885	Gm16296						1		
ENSMUSG00000089886	Gm16184	7	7	2	5		7	3	4
ENSMUSG00000089887	4930428N03Rik						0.9		
ENSMUSG00000089889	0610040B10Rik	3	3	0.7	2	4	3	5	4
ENSMUSG00000089890	Gm16055	0.7					0.8		
ENSMUSG00000089900	Tbc1d22bos	2					2	0.8	0.6
ENSMUSG00000089902	Gm13625							0.8	
ENSMUSG00000089906	Gm6428		0.7						
ENSMUSG00000089908	Gm16558	2	1		1		1		
ENSMUSG00000089910	Gm16113						27		
ENSMUSG00000089911	Mfsd14a	69	35	8	30	43	45	49	31
ENSMUSG00000089917	Uckl1	50	23	16	19	31	17	40	29
ENSMUSG00000089922	Gm43517	2			1		5		1
ENSMUSG00000089926	Gm15734						0.8		
ENSMUSG00000089929	Bcl2a1b		0.8	230	14	1	0.5	1	7
ENSMUSG00000089933	Gm16101				0.7		3	0.9	1
ENSMUSG00000089934	4930473D10Rik						1		
ENSMUSG00000089938	Gm15744	0.7							
ENSMUSG00000089941	Gm16168	2			2	10		19	6
ENSMUSG00000089952	4933413C19Rik	0.6							
ENSMUSG00000089956	Gm16553						0.6		
ENSMUSG00000089957	A830011K09Rik	0.6			2		4		2
ENSMUSG00000089965	Gm16236						0.5		
ENSMUSG00000089967	Gm16550			0.9		1	4	1	2
ENSMUSG00000089968	Nckap5los	3	6	12	5	0.9	3	3	4
ENSMUSG00000089972	Gm16318	0.8						0.8	2
ENSMUSG00000089975	Gm7420	3	0.6		2		3	2	3
ENSMUSG00000089982	Gm7568						0.5		
ENSMUSG00000089983	2010320O07Rik			2	2	3	1	5	10
ENSMUSG00000089984	Fbxo24	2	0.5	1	0.5	1	0.5	1	
ENSMUSG00000089987	Gpx2-ps1		0.6				2	0.9	
ENSMUSG00000089988	Gm16238	3	2	1	1	0.8	0.5		0.8
ENSMUSG00000089990	Gm15852	1					0.6		1
ENSMUSG00000089993	Gm5822		2	1	1		1	3	2
ENSMUSG00000089994	Gm16239						0.5		
ENSMUSG00000089996	Tmsb15b2	0.5	0.7		7		5	1	3
ENSMUSG00000089997	1810020O05Rik	0.6			2		0.5		
ENSMUSG00000089998	Phtf1os	1			0.5		1		
ENSMUSG00000089999	Gm6485	6	6	3	4		9	1	2
ENSMUSG00000090000	Ier3ip1	41	49	13	60	15	80	45	59
ENSMUSG00000090001	Gm9719						0.6		
ENSMUSG00000090002	Gm16006	7			4	1	1		0.6
ENSMUSG00000090004	Gm16125	1			0.8		0.6		
ENSMUSG00000090005	Gm16540	2	1		2	2	6	2	1
ENSMUSG00000090007	Rpl30-ps2	0.5	9		5		1		0.7
ENSMUSG00000090008	Gm16111	0.6			12		330		
ENSMUSG00000090015	Gm15446	11	2		12	3	10	19	25
ENSMUSG00000090017	Gm16213	5		0.5					
ENSMUSG00000090019	Gimap1	0.6	57	12	4				1
ENSMUSG00000090021	Gm6493	4	3	0.6	3	0.6	5	3	7
ENSMUSG00000090024	Gm16350	1	0.6		0.6	2	0.7	9	1
ENSMUSG00000090026	Gm15996	2					0.8	0.8	0.5
ENSMUSG00000090031	4732440D04Rik	1			2		3	1	1
ENSMUSG00000090034	Gm15917				0.6		3		
ENSMUSG00000090035	Galnt4	48	14	13	13	3	6	2	4
ENSMUSG00000090036	Gm15900				2			0.6	1
ENSMUSG00000090040	Gm16232	5							
ENSMUSG00000090041	Gm16027	0.8			0.8		1		
ENSMUSG00000090043	Gm16167	0.6							
ENSMUSG00000090050	Gm16339					0.8			0.6
ENSMUSG00000090053	Pakap				6	0.9	9	4	0.5
ENSMUSG00000090057	Gm16333				0.8		2		
ENSMUSG00000090061	Nwd2				19		21		2
ENSMUSG00000090062	Galnt6os			2		1		0.7	
ENSMUSG00000090063	Dlx6os1				35		158		0.8
ENSMUSG00000090066	1110002E22Rik				0.5		1		
ENSMUSG00000090067	Gm2976						0.6		
ENSMUSG00000090069	E430024P14Rik			2	1		1		
